,feature,importance
456,SUM(previous_app.MEAN(credit.AMT_DRAWINGS_OTHER_CURRENT)),0.0
457,MIN(previous_app.MEAN(credit.AMT_TOTAL_RECEIVABLE)),1.0
458,MEAN(previous_app.MEAN(credit.AMT_TOTAL_RECEIVABLE)),0.0
459,MEAN(previous_app.MAX(cash.SK_ID_CURR)),0.0
460,SUM(previous_app.MAX(credit.CNT_INSTALMENT_MATURE_CUM)),0.4
461,MAX(previous_app.MEAN(credit.CNT_DRAWINGS_ATM_CURRENT)),9.2
462,MAX(previous_app.MIN(cash.SK_DPD)),0.0
463,SUM(previous_app.MEAN(credit.AMT_RECEIVABLE_PRINCIPAL)),2.0
464,MIN(previous_app.MAX(cash.CNT_INSTALMENT)),3.0000000000000004
465,MEAN(previous_app.MEAN(credit.AMT_DRAWINGS_ATM_CURRENT)),1.2000000000000002
466,MIN(previous_app.SUM(credit.AMT_PAYMENT_TOTAL_CURRENT)),1.8
467,MEAN(previous_app.MEAN(credit.AMT_DRAWINGS_CURRENT)),2.2
468,SUM(previous_app.MEAN(credit.AMT_DRAWINGS_POS_CURRENT)),1.4
469,MIN(previous_app.MAX(credit.AMT_RECIVABLE)),2.4
470,MIN(previous_app.MAX(cash.CNT_INSTALMENT_FUTURE)),2.5999999999999996
471,MAX(previous_app.MEAN(credit.AMT_DRAWINGS_CURRENT)),2.2
472,SUM(previous_app.MAX(installments.AMT_PAYMENT)),15.2
473,SUM(previous_app.MIN(credit.AMT_PAYMENT_TOTAL_CURRENT)),1.5999999999999999
474,MEAN(previous_app.SUM(installments.NUM_INSTALMENT_VERSION)),36.2
475,MEAN(previous_app.MAX(credit.AMT_DRAWINGS_ATM_CURRENT)),0.6000000000000001
476,MIN(previous_app.MEAN(credit.AMT_DRAWINGS_POS_CURRENT)),1.2
477,MEAN(previous_app.MEAN(cash.SK_DPD_DEF)),9.8
478,MEAN(previous_app.SUM(installments.NUM_INSTALMENT_NUMBER)),14.8
479,MAX(previous_app.MIN(cash.MONTHS_BALANCE)),12.2
480,SUM(previous_app.MEAN(cash.CNT_INSTALMENT_FUTURE)),26.2
481,MIN(previous_app.SUM(cash.CNT_INSTALMENT_FUTURE)),13.2
482,SUM(previous_app.MIN(credit.AMT_PAYMENT_CURRENT)),0.0
483,MAX(previous_app.MIN(credit.MONTHS_BALANCE)),1.6
484,MAX(previous_app.MIN(credit.AMT_DRAWINGS_ATM_CURRENT)),0.0
485,MAX(previous_app.MIN(installments.SK_ID_CURR)),0.0
486,MIN(previous_app.MAX(credit.AMT_DRAWINGS_POS_CURRENT)),3.6000000000000005
487,MIN(previous_app.MEAN(credit.AMT_RECEIVABLE_PRINCIPAL)),3.1999999999999997
488,MEAN(previous_app.SUM(credit.AMT_DRAWINGS_POS_CURRENT)),3.0
489,MEAN(previous_app.SUM(cash.MONTHS_BALANCE)),26.2
490,MAX(previous_app.SUM(credit.AMT_DRAWINGS_CURRENT)),0.0
491,MIN(previous_app.SUM(credit.AMT_BALANCE)),1.0
492,MIN(previous_app.SUM(credit.AMT_RECEIVABLE_PRINCIPAL)),0.4
493,MIN(previous_app.MEAN(installments.NUM_INSTALMENT_NUMBER)),10.2
494,SUM(previous_app.MIN(credit.AMT_DRAWINGS_OTHER_CURRENT)),0.0
495,MIN(previous_app.MAX(cash.MONTHS_BALANCE)),5.6
496,MAX(previous_app.MIN(credit.AMT_CREDIT_LIMIT_ACTUAL)),3.2
497,SUM(previous_app.MAX(installments.AMT_INSTALMENT)),12.0
498,MAX(previous_app.MIN(installments.NUM_INSTALMENT_NUMBER)),0.0
499,MAX(previous_app.MIN(credit.SK_DPD)),0.0
500,MAX(previous_app.SUM(installments.DAYS_ENTRY_PAYMENT)),21.599999999999998
501,MIN(previous_app.MEAN(cash.MONTHS_BALANCE)),10.2
502,MAX(previous_app.SUM(credit.SK_DPD)),0.0
503,MAX(previous_app.MIN(installments.NUM_INSTALMENT_VERSION)),0.6000000000000001
504,MAX(previous_app.MEAN(cash.SK_ID_CURR)),0.0
505,SUM(previous_app.MEAN(credit.CNT_DRAWINGS_CURRENT)),5.800000000000001
506,MEAN(previous_app.MAX(installments.DAYS_ENTRY_PAYMENT)),13.0
507,MEAN(previous_app.MEAN(cash.SK_ID_CURR)),0.0
508,MEAN(previous_app.MAX(credit.AMT_BALANCE)),2.6
509,MAX(previous_app.SUM(credit.AMT_PAYMENT_CURRENT)),0.8
510,MIN(previous_app.MEAN(credit.SK_ID_CURR)),0.0
511,MEAN(previous_app.MIN(installments.NUM_INSTALMENT_VERSION)),7.6
512,MAX(previous_app.MIN(installments.DAYS_ENTRY_PAYMENT)),14.6
513,MAX(previous_app.MEAN(cash.CNT_INSTALMENT)),6.6
514,MIN(previous_app.MEAN(installments.NUM_INSTALMENT_VERSION)),7.4
515,MAX(previous_app.MIN(cash.CNT_INSTALMENT)),5.4
516,MEAN(previous_app.MEAN(installments.NUM_INSTALMENT_NUMBER)),15.0
517,MEAN(previous_app.MEAN(credit.SK_DPD)),0.4
518,SUM(previous_app.MIN(installments.AMT_PAYMENT)),101.80000000000001
519,MAX(previous_app.SUM(credit.MONTHS_BALANCE)),4.4
520,SUM(previous_app.MAX(cash.SK_ID_CURR)),21.0
521,MEAN(previous_app.MEAN(cash.MONTHS_BALANCE)),9.6
522,SUM(previous_app.MAX(cash.CNT_INSTALMENT_FUTURE)),6.6000000000000005
523,MIN(previous_app.MAX(credit.AMT_PAYMENT_TOTAL_CURRENT)),2.0
524,SUM(previous_app.MEAN(installments.DAYS_INSTALMENT)),6.199999999999999
525,SUM(previous_app.MAX(credit.AMT_RECIVABLE)),1.4
526,MIN(previous_app.MEAN(credit.CNT_INSTALMENT_MATURE_CUM)),1.4
527,MIN(previous_app.COUNT(cash)),6.199999999999999
528,MIN(previous_app.MAX(installments.DAYS_ENTRY_PAYMENT)),9.600000000000001
529,MEAN(previous_app.MIN(installments.AMT_INSTALMENT)),26.2
530,MAX(previous_app.SUM(credit.AMT_DRAWINGS_OTHER_CURRENT)),0.0
531,MAX(previous_app.MEAN(installments.AMT_INSTALMENT)),17.6
532,MIN(previous_app.MAX(credit.SK_DPD)),1.2000000000000002
533,MAX(previous_app.SUM(credit.CNT_DRAWINGS_ATM_CURRENT)),0.8
534,MEAN(previous_app.SUM(cash.CNT_INSTALMENT)),22.2
535,MIN(bureau.COUNT(bureau_balance)),16.2
536,SUM(previous_app.MEAN(credit.SK_DPD_DEF)),0.8
537,MEAN(previous_app.SUM(credit.AMT_CREDIT_LIMIT_ACTUAL)),4.0
538,SUM(previous_app.MAX(installments.DAYS_ENTRY_PAYMENT)),6.4
539,MEAN(previous_app.MEAN(credit.SK_ID_CURR)),0.0
540,SUM(previous_app.MIN(credit.AMT_RECEIVABLE_PRINCIPAL)),1.0
541,MEAN(previous_app.MEAN(installments.AMT_PAYMENT)),14.6
542,MAX(previous_app.MEAN(credit.CNT_DRAWINGS_CURRENT)),5.8
543,MEAN(previous_app.MIN(credit.CNT_INSTALMENT_MATURE_CUM)),0.0
544,MAX(previous_app.MIN(credit.SK_DPD_DEF)),0.0
545,MIN(previous_app.SUM(credit.AMT_DRAWINGS_OTHER_CURRENT)),0.0
546,MEAN(previous_app.SUM(credit.AMT_INST_MIN_REGULARITY)),0.6000000000000001
547,MIN(previous_app.MAX(credit.CNT_DRAWINGS_OTHER_CURRENT)),0.0
548,SUM(previous_app.MIN(credit.CNT_DRAWINGS_POS_CURRENT)),0.0
549,MEAN(previous_app.MIN(credit.CNT_DRAWINGS_CURRENT)),0.0
550,MEAN(previous_app.MIN(installments.DAYS_INSTALMENT)),8.2
551,MAX(previous_app.MEAN(installments.DAYS_INSTALMENT)),17.2
552,MIN(previous_app.SUM(credit.CNT_INSTALMENT_MATURE_CUM)),1.6
553,MIN(previous_app.SUM(credit.CNT_DRAWINGS_CURRENT)),1.7999999999999998
554,MEAN(previous_app.MAX(credit.AMT_DRAWINGS_POS_CURRENT)),1.0
555,SUM(previous_app.MIN(installments.NUM_INSTALMENT_NUMBER)),0.8
556,MEAN(previous_app.MIN(credit.AMT_RECEIVABLE_PRINCIPAL)),0.4
557,MIN(previous_app.MEAN(installments.DAYS_INSTALMENT)),5.4
558,MIN(previous_app.MEAN(credit.AMT_DRAWINGS_ATM_CURRENT)),2.0
559,MEAN(previous_app.SUM(credit.AMT_DRAWINGS_ATM_CURRENT)),1.0
560,MEAN(previous_app.MEAN(credit.CNT_INSTALMENT_MATURE_CUM)),0.2
561,MIN(previous_app.MAX(credit.AMT_TOTAL_RECEIVABLE)),0.8
562,MEAN(previous_app.MAX(installments.NUM_INSTALMENT_NUMBER)),15.2
563,MIN(previous_app.SUM(credit.SK_DPD_DEF)),0.2
564,MAX(previous_app.MIN(credit.SK_ID_CURR)),0.0
565,SUM(previous_app.MIN(credit.AMT_INST_MIN_REGULARITY)),0.0
566,MEAN(previous_app.MAX(credit.AMT_RECIVABLE)),1.6
567,MEAN(previous_app.SUM(credit.SK_ID_CURR)),2.4
568,MIN(bureau.MAX(bureau_balance.MONTHS_BALANCE)),12.8
569,MEAN(previous_app.MEAN(installments.SK_ID_CURR)),0.0
570,MEAN(previous_app.SUM(credit.CNT_DRAWINGS_POS_CURRENT)),0.4
571,SUM(previous_app.MAX(cash.SK_DPD_DEF)),4.800000000000001
572,MEAN(previous_app.MEAN(credit.AMT_RECEIVABLE_PRINCIPAL)),3.2
573,MIN(previous_app.SUM(installments.AMT_PAYMENT)),20.8
574,MEAN(previous_app.SUM(credit.CNT_DRAWINGS_CURRENT)),1.4
575,MIN(previous_app.MEAN(credit.AMT_INST_MIN_REGULARITY)),1.8000000000000003
576,MEAN(previous_app.MIN(installments.NUM_INSTALMENT_NUMBER)),0.0
577,MAX(previous_app.MIN(credit.AMT_BALANCE)),2.4000000000000004
578,MIN(previous_app.SUM(credit.MONTHS_BALANCE)),0.4
579,MEAN(previous_app.SUM(credit.CNT_INSTALMENT_MATURE_CUM)),0.4
580,MEAN(previous_app.MAX(installments.DAYS_INSTALMENT)),12.799999999999999
581,MIN(previous_app.SUM(credit.AMT_DRAWINGS_POS_CURRENT)),3.0000000000000004
582,SUM(previous_app.MIN(cash.MONTHS_BALANCE)),8.200000000000001
583,MIN(bureau.SUM(bureau_balance.MONTHS_BALANCE)),16.599999999999998
584,MIN(previous_app.MAX(credit.AMT_BALANCE)),1.4000000000000001
585,MAX(previous_app.MEAN(cash.SK_DPD)),8.0
586,SUM(previous_app.MAX(installments.NUM_INSTALMENT_VERSION)),8.2
587,MAX(previous_app.SUM(credit.AMT_BALANCE)),0.0
588,MIN(previous_app.COUNT(credit)),0.0
589,MIN(previous_app.SUM(installments.DAYS_ENTRY_PAYMENT)),14.4
590,MEAN(previous_app.MIN(credit.CNT_DRAWINGS_ATM_CURRENT)),0.0
591,MEAN(previous_app.SUM(credit.AMT_RECEIVABLE_PRINCIPAL)),1.6
592,MAX(previous_app.MIN(credit.AMT_DRAWINGS_CURRENT)),1.6
593,SUM(previous_app.MEAN(installments.AMT_INSTALMENT)),12.0
594,SUM(previous_app.MIN(credit.CNT_DRAWINGS_ATM_CURRENT)),0.0
595,MAX(bureau.MIN(bureau_balance.MONTHS_BALANCE)),8.8
596,MAX(previous_app.SUM(cash.SK_DPD_DEF)),6.199999999999999
597,MAX(previous_app.SUM(credit.AMT_INST_MIN_REGULARITY)),0.4
598,SUM(previous_app.MEAN(credit.SK_ID_CURR)),0.0
599,SUM(previous_app.MEAN(credit.AMT_RECIVABLE)),0.0
600,MEAN(previous_app.MAX(credit.MONTHS_BALANCE)),0.0
601,MEAN(previous_app.MAX(credit.CNT_DRAWINGS_POS_CURRENT)),0.6000000000000001
602,MEAN(previous_app.MEAN(credit.CNT_DRAWINGS_POS_CURRENT)),0.6000000000000001
603,MEAN(previous_app.MAX(credit.CNT_INSTALMENT_MATURE_CUM)),0.6000000000000001
604,MEAN(previous_app.MAX(credit.AMT_CREDIT_LIMIT_ACTUAL)),0.8
605,MEAN(previous_app.MAX(cash.SK_DPD_DEF)),18.6
606,MEAN(previous_app.MIN(credit.CNT_DRAWINGS_POS_CURRENT)),0.0
607,SUM(previous_app.MAX(credit.CNT_DRAWINGS_CURRENT)),7.6
608,MAX(previous_app.MIN(installments.AMT_INSTALMENT)),26.400000000000002
609,MEAN(previous_app.MIN(credit.AMT_DRAWINGS_POS_CURRENT)),0.4
610,MEAN(previous_app.SUM(credit.AMT_BALANCE)),1.0
611,MAX(previous_app.MEAN(credit.AMT_INST_MIN_REGULARITY)),1.6
612,SUM(previous_app.MAX(installments.SK_ID_CURR)),0.0
613,MEAN(previous_app.MEAN(installments.NUM_INSTALMENT_VERSION)),31.0
614,SUM(previous_app.MAX(credit.SK_ID_CURR)),0.0
615,MIN(previous_app.SUM(credit.AMT_INST_MIN_REGULARITY)),1.6
616,MEAN(previous_app.MEAN(credit.SK_DPD_DEF)),4.0
617,MAX(previous_app.MEAN(credit.AMT_DRAWINGS_OTHER_CURRENT)),0.0
618,MAX(previous_app.SUM(credit.AMT_PAYMENT_TOTAL_CURRENT)),1.2
619,MIN(previous_app.MEAN(installments.AMT_PAYMENT)),35.599999999999994
620,MIN(previous_app.SUM(credit.AMT_DRAWINGS_CURRENT)),2.0
621,SUM(previous_app.MIN(credit.AMT_DRAWINGS_CURRENT)),0.2
622,MAX(previous_app.MEAN(credit.SK_ID_CURR)),0.0
623,MAX(bureau.SUM(bureau_balance.MONTHS_BALANCE)),7.4
624,MAX(previous_app.SUM(credit.CNT_DRAWINGS_CURRENT)),0.2
625,MIN(previous_app.SUM(installments.NUM_INSTALMENT_VERSION)),7.6000000000000005
626,MEAN(previous_app.MEAN(credit.AMT_INST_MIN_REGULARITY)),0.6000000000000001
627,SUM(previous_app.MIN(cash.SK_DPD_DEF)),0.0
628,MIN(previous_app.MEAN(credit.MONTHS_BALANCE)),1.0
629,MEAN(previous_app.MEAN(cash.CNT_INSTALMENT)),13.200000000000001
630,MAX(previous_app.MEAN(credit.AMT_DRAWINGS_ATM_CURRENT)),1.4
631,MIN(previous_app.SUM(installments.NUM_INSTALMENT_NUMBER)),8.0
632,MEAN(bureau.MIN(bureau_balance.MONTHS_BALANCE)),12.2
633,MIN(previous_app.MEAN(installments.DAYS_ENTRY_PAYMENT)),7.3999999999999995
634,MIN(previous_app.MAX(credit.AMT_DRAWINGS_OTHER_CURRENT)),0.8
635,MAX(previous_app.MEAN(credit.AMT_CREDIT_LIMIT_ACTUAL)),5.2
636,SUM(previous_app.MEAN(credit.AMT_PAYMENT_TOTAL_CURRENT)),3.4
637,MIN(previous_app.MEAN(cash.CNT_INSTALMENT_FUTURE)),24.4
638,SUM(previous_app.MAX(credit.SK_DPD_DEF)),0.0
639,MEAN(previous_app.MEAN(cash.CNT_INSTALMENT_FUTURE)),79.8
640,SUM(previous_app.MIN(credit.CNT_DRAWINGS_OTHER_CURRENT)),0.0
641,MAX(previous_app.SUM(credit.SK_DPD_DEF)),0.0
642,MAX(previous_app.SUM(installments.SK_ID_CURR)),27.4
643,MAX(previous_app.SUM(cash.MONTHS_BALANCE)),24.6
644,MAX(previous_app.MIN(credit.CNT_INSTALMENT_MATURE_CUM)),0.0
645,MIN(previous_app.MEAN(credit.CNT_DRAWINGS_ATM_CURRENT)),7.0
646,MEAN(previous_app.MIN(cash.CNT_INSTALMENT)),20.6
647,MIN(previous_app.MEAN(credit.AMT_PAYMENT_TOTAL_CURRENT)),2.2
648,SUM(previous_app.MEAN(credit.AMT_DRAWINGS_CURRENT)),1.6
649,MAX(previous_app.MEAN(credit.AMT_RECIVABLE)),0.2
650,SUM(previous_app.MEAN(cash.SK_DPD)),6.4
651,MEAN(previous_app.SUM(credit.SK_DPD_DEF)),0.2
652,MEAN(previous_app.MIN(credit.AMT_RECIVABLE)),0.0
653,MAX(previous_app.MIN(installments.DAYS_INSTALMENT)),14.6
654,MAX(previous_app.SUM(credit.AMT_RECIVABLE)),0.0
655,MAX(previous_app.MIN(installments.AMT_PAYMENT)),37.199999999999996
656,MEAN(previous_app.SUM(credit.AMT_DRAWINGS_CURRENT)),0.6000000000000001
657,MAX(previous_app.MIN(credit.AMT_DRAWINGS_POS_CURRENT)),0.4
658,MEAN(previous_app.COUNT(credit)),11.2
659,MAX(bureau.MEAN(bureau_balance.MONTHS_BALANCE)),9.0
660,SUM(previous_app.MEAN(credit.AMT_CREDIT_LIMIT_ACTUAL)),7.3999999999999995
661,MIN(previous_app.MAX(credit.AMT_PAYMENT_CURRENT)),3.4
662,MIN(previous_app.SUM(installments.SK_ID_CURR)),32.8
663,MEAN(previous_app.MEAN(credit.MONTHS_BALANCE)),0.4
664,MAX(previous_app.SUM(cash.CNT_INSTALMENT)),19.0
665,SUM(previous_app.MEAN(credit.AMT_INST_MIN_REGULARITY)),1.0
666,SUM(previous_app.MEAN(cash.MONTHS_BALANCE)),7.199999999999999
667,MEAN(previous_app.MEAN(installments.AMT_INSTALMENT)),19.8
668,SUM(previous_app.MEAN(installments.AMT_PAYMENT)),14.6
669,MEAN(previous_app.MIN(installments.AMT_PAYMENT)),99.0
670,SUM(previous_app.MIN(installments.AMT_INSTALMENT)),18.4
671,MEAN(previous_app.SUM(cash.CNT_INSTALMENT_FUTURE)),18.8
672,MAX(previous_app.MEAN(installments.NUM_INSTALMENT_VERSION)),39.0
673,MAX(previous_app.MIN(cash.SK_DPD_DEF)),0.0
674,SUM(previous_app.MIN(credit.CNT_INSTALMENT_MATURE_CUM)),0.0
675,MAX(previous_app.MEAN(credit.CNT_DRAWINGS_POS_CURRENT)),1.4
676,MIN(previous_app.MAX(credit.AMT_INST_MIN_REGULARITY)),2.2
677,MAX(previous_app.MEAN(installments.DAYS_ENTRY_PAYMENT)),17.799999999999997
678,MEAN(previous_app.SUM(credit.SK_DPD)),0.0
679,MEAN(previous_app.MEAN(credit.CNT_DRAWINGS_CURRENT)),7.6000000000000005
680,MIN(previous_app.MEAN(cash.SK_DPD_DEF)),1.6
681,MIN(previous_app.MAX(cash.SK_DPD_DEF)),0.2
682,MAX(previous_app.SUM(credit.CNT_DRAWINGS_OTHER_CURRENT)),0.0
683,MEAN(previous_app.SUM(installments.AMT_PAYMENT)),32.8
684,MEAN(previous_app.SUM(credit.AMT_PAYMENT_TOTAL_CURRENT)),2.0
685,SUM(previous_app.MIN(credit.SK_DPD_DEF)),0.0
686,MEAN(previous_app.COUNT(cash)),82.8
687,MEAN(previous_app.MIN(credit.CNT_DRAWINGS_OTHER_CURRENT)),0.0
688,MAX(previous_app.MIN(credit.AMT_DRAWINGS_OTHER_CURRENT)),0.0
689,MIN(previous_app.MAX(installments.DAYS_INSTALMENT)),5.6000000000000005
690,MIN(previous_app.MEAN(credit.AMT_BALANCE)),4.6
691,MEAN(previous_app.MEAN(credit.AMT_DRAWINGS_POS_CURRENT)),1.2000000000000002
692,MEAN(previous_app.MAX(credit.AMT_PAYMENT_CURRENT)),0.8
693,MEAN(previous_app.MAX(cash.MONTHS_BALANCE)),11.8
694,MEAN(bureau.MEAN(bureau_balance.MONTHS_BALANCE)),18.799999999999997
695,MAX(previous_app.MIN(credit.AMT_RECEIVABLE_PRINCIPAL)),0.2
696,MEAN(previous_app.MAX(cash.CNT_INSTALMENT_FUTURE)),14.399999999999999
697,MEAN(previous_app.MIN(cash.SK_ID_CURR)),0.0
698,MIN(previous_app.SUM(credit.AMT_PAYMENT_CURRENT)),4.8
699,MEAN(previous_app.MIN(installments.DAYS_ENTRY_PAYMENT)),7.4
700,SUM(previous_app.MAX(credit.MONTHS_BALANCE)),1.0
701,MEAN(previous_app.MIN(cash.SK_DPD)),0.0
702,MAX(previous_app.SUM(installments.AMT_INSTALMENT)),17.4
703,SUM(bureau.MAX(bureau_balance.MONTHS_BALANCE)),11.0
704,MEAN(previous_app.MIN(credit.AMT_INST_MIN_REGULARITY)),0.0
705,MIN(previous_app.MEAN(installments.SK_ID_CURR)),0.0
706,MAX(previous_app.MEAN(credit.AMT_BALANCE)),3.0
707,MIN(previous_app.MEAN(credit.SK_DPD)),2.2
708,MEAN(previous_app.MEAN(installments.DAYS_ENTRY_PAYMENT)),7.6
709,SUM(previous_app.MIN(installments.DAYS_INSTALMENT)),9.0
710,MAX(bureau.COUNT(bureau_balance)),11.600000000000001
711,MIN(previous_app.SUM(credit.AMT_CREDIT_LIMIT_ACTUAL)),3.8
712,SUM(previous_app.MIN(credit.AMT_BALANCE)),0.2
713,MIN(previous_app.MEAN(credit.AMT_CREDIT_LIMIT_ACTUAL)),6.999999999999999
714,MIN(previous_app.SUM(credit.AMT_DRAWINGS_ATM_CURRENT)),1.2000000000000002
715,MAX(previous_app.SUM(credit.AMT_CREDIT_LIMIT_ACTUAL)),0.4
716,SUM(previous_app.MIN(credit.AMT_TOTAL_RECEIVABLE)),0.8
717,MIN(previous_app.MAX(credit.SK_DPD_DEF)),0.2
718,MEAN(previous_app.MAX(credit.CNT_DRAWINGS_ATM_CURRENT)),0.4
719,MAX(previous_app.SUM(cash.SK_ID_CURR)),35.0
720,SUM(previous_app.MAX(credit.AMT_CREDIT_LIMIT_ACTUAL)),1.0
721,MIN(previous_app.MAX(cash.SK_ID_CURR)),0.0
722,MEAN(previous_app.MAX(installments.AMT_INSTALMENT)),21.8
723,MIN(previous_app.MAX(installments.AMT_INSTALMENT)),20.4
724,MEAN(previous_app.MIN(credit.AMT_DRAWINGS_CURRENT)),0.2
725,MEAN(previous_app.MAX(credit.CNT_DRAWINGS_CURRENT)),5.2
726,SUM(previous_app.MAX(credit.SK_DPD)),0.0
727,MEAN(previous_app.MEAN(credit.AMT_PAYMENT_CURRENT)),3.2
728,MEAN(previous_app.MAX(credit.AMT_TOTAL_RECEIVABLE)),0.0
729,MEAN(previous_app.SUM(cash.SK_ID_CURR)),30.200000000000003
730,MAX(previous_app.SUM(credit.CNT_INSTALMENT_MATURE_CUM)),0.8
731,SUM(previous_app.MEAN(credit.AMT_DRAWINGS_ATM_CURRENT)),1.4
732,MIN(previous_app.MAX(installments.AMT_PAYMENT)),18.4
733,MEAN(previous_app.SUM(credit.CNT_DRAWINGS_OTHER_CURRENT)),0.0
734,MIN(previous_app.MAX(installments.SK_ID_CURR)),0.0
735,SUM(previous_app.MIN(installments.NUM_INSTALMENT_VERSION)),1.7999999999999998
736,MIN(previous_app.SUM(credit.CNT_DRAWINGS_POS_CURRENT)),0.0
737,MAX(previous_app.MEAN(credit.SK_DPD_DEF)),0.0
738,MIN(previous_app.SUM(credit.AMT_RECIVABLE)),0.4
739,MEAN(previous_app.MAX(credit.SK_ID_CURR)),0.0
740,MEAN(previous_app.MIN(credit.SK_ID_CURR)),0.0
741,MAX(previous_app.SUM(installments.NUM_INSTALMENT_NUMBER)),6.0
742,SUM(previous_app.MAX(credit.AMT_DRAWINGS_CURRENT)),1.0
743,SUM(previous_app.MIN(credit.AMT_RECIVABLE)),0.0
744,MIN(previous_app.MEAN(credit.AMT_RECIVABLE)),0.2
745,MIN(previous_app.MAX(credit.CNT_DRAWINGS_CURRENT)),5.6
746,MIN(previous_app.MEAN(cash.CNT_INSTALMENT)),13.600000000000001
747,MAX(previous_app.MIN(credit.CNT_DRAWINGS_ATM_CURRENT)),0.0
748,MIN(previous_app.MEAN(credit.CNT_DRAWINGS_CURRENT)),8.2
749,MEAN(previous_app.MIN(credit.MONTHS_BALANCE)),0.2
750,MAX(previous_app.COUNT(cash)),9.2
751,MAX(previous_app.MEAN(credit.MONTHS_BALANCE)),2.0
752,MAX(previous_app.MEAN(credit.AMT_RECEIVABLE_PRINCIPAL)),3.6
753,SUM(previous_app.MEAN(cash.SK_DPD_DEF)),11.0
754,SUM(previous_app.MEAN(installments.DAYS_ENTRY_PAYMENT)),4.0
755,SUM(previous_app.MIN(credit.AMT_CREDIT_LIMIT_ACTUAL)),3.0
756,MEAN(previous_app.MIN(credit.AMT_BALANCE)),0.8
757,MIN(previous_app.MAX(installments.NUM_INSTALMENT_VERSION)),0.6000000000000001
758,MIN(previous_app.MEAN(credit.SK_DPD_DEF)),1.4000000000000001
759,SUM(previous_app.MAX(cash.MONTHS_BALANCE)),9.6
760,MEAN(previous_app.MIN(cash.CNT_INSTALMENT_FUTURE)),44.4
761,SUM(previous_app.MEAN(cash.SK_ID_CURR)),0.0
762,MIN(previous_app.MEAN(credit.CNT_DRAWINGS_POS_CURRENT)),0.8
763,SUM(previous_app.MIN(credit.CNT_DRAWINGS_CURRENT)),0.0
764,MEAN(previous_app.MIN(credit.AMT_CREDIT_LIMIT_ACTUAL)),0.2
765,SUM(previous_app.MIN(installments.DAYS_ENTRY_PAYMENT)),5.6
766,MEAN(previous_app.SUM(installments.SK_ID_CURR)),32.599999999999994
767,MEAN(previous_app.SUM(cash.SK_DPD_DEF)),10.4
768,SUM(previous_app.MEAN(credit.MONTHS_BALANCE)),1.2
769,SUM(previous_app.MEAN(credit.CNT_INSTALMENT_MATURE_CUM)),1.2000000000000002
770,MEAN(previous_app.SUM(credit.AMT_RECIVABLE)),0.2
771,MIN(previous_app.MAX(credit.CNT_INSTALMENT_MATURE_CUM)),0.4
772,MIN(previous_app.SUM(credit.CNT_DRAWINGS_ATM_CURRENT)),2.0
773,MEAN(previous_app.SUM(credit.MONTHS_BALANCE)),0.4
774,SUM(previous_app.MAX(credit.AMT_DRAWINGS_OTHER_CURRENT)),0.0
775,MEAN(previous_app.MIN(credit.AMT_PAYMENT_TOTAL_CURRENT)),0.0
776,SUM(previous_app.MAX(cash.CNT_INSTALMENT)),5.199999999999999
777,MAX(previous_app.MEAN(credit.AMT_PAYMENT_TOTAL_CURRENT)),1.6
778,MEAN(previous_app.MIN(credit.AMT_DRAWINGS_OTHER_CURRENT)),0.0
779,MAX(previous_app.SUM(credit.SK_ID_CURR)),2.4
780,MEAN(previous_app.MIN(credit.AMT_PAYMENT_CURRENT)),0.2
781,MAX(previous_app.MEAN(credit.AMT_PAYMENT_CURRENT)),1.8000000000000003
782,MAX(previous_app.MEAN(credit.CNT_DRAWINGS_OTHER_CURRENT)),0.2
783,SUM(previous_app.MAX(credit.AMT_TOTAL_RECEIVABLE)),0.2
784,MEAN(bureau.MAX(bureau_balance.MONTHS_BALANCE)),19.799999999999997
785,MEAN(previous_app.MAX(credit.AMT_DRAWINGS_CURRENT)),0.8
786,MAX(previous_app.MEAN(cash.SK_DPD_DEF)),8.2
787,SUM(previous_app.MIN(cash.SK_ID_CURR)),0.0
788,MEAN(previous_app.MAX(credit.AMT_PAYMENT_TOTAL_CURRENT)),2.1999999999999997
789,SUM(previous_app.MEAN(credit.SK_DPD)),0.4
790,SUM(previous_app.MIN(installments.SK_ID_CURR)),0.0
791,MEAN(previous_app.MEAN(credit.CNT_DRAWINGS_ATM_CURRENT)),13.0
792,MEAN(previous_app.SUM(installments.DAYS_INSTALMENT)),12.0
793,MAX(previous_app.MEAN(credit.SK_DPD)),0.0
794,MEAN(previous_app.MIN(cash.SK_DPD_DEF)),0.0
795,SUM(previous_app.MEAN(credit.AMT_PAYMENT_CURRENT)),2.6
796,MEAN(previous_app.SUM(cash.SK_DPD)),4.0
797,SUM(previous_app.MIN(credit.AMT_DRAWINGS_POS_CURRENT)),0.0
798,MIN(previous_app.MEAN(credit.AMT_DRAWINGS_CURRENT)),3.0
799,MEAN(previous_app.SUM(credit.AMT_PAYMENT_CURRENT)),3.4000000000000004
800,MIN(previous_app.MAX(credit.AMT_RECEIVABLE_PRINCIPAL)),1.0
801,SUM(previous_app.MAX(credit.AMT_BALANCE)),1.7999999999999998
802,SUM(previous_app.MEAN(cash.CNT_INSTALMENT)),11.2
803,MAX(previous_app.SUM(credit.AMT_RECEIVABLE_PRINCIPAL)),0.4
804,MAX(previous_app.MEAN(installments.AMT_PAYMENT)),20.0
